run_accession	bam_ftp	base_count	broker_name	experiment_accession	experiment_alias	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	first_public	instrument_model	last_updated	library_layout	library_selection	library_source	nominal_length	nominal_sdev	bam_bytes	run_alias	sample_accession	sample_alias	sample_title	scientific_name	secondary_sample_accession	secondary_study_accession	sra_bytes	sra_ftp	sra_md5	study_accession	study_title	submission_accession	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_md5	tax_id
SRR8357908		1366220925		SRX5168541	245	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/008/SRR8357908/SRR8357908.fastq.gz	754602939	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8357908/SRR8357908.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/008/SRR8357908/SRR8357908.fastq.gz	982bb45eb583c9782f3967d5e4382f15	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H2WHCBGX2_n01_50_125_2.fastq.gz	SAMN10618552	50percent_Water_1.25mM_Nitrogen_Rep_2	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176205	SRP174002	499735641	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/008/SRR8357908	9892022e1ade5b88baeb28222fe21139	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357896		819646125		SRX5168553	77	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/006/SRR8357896/SRR8357896.fastq.gz	458398374	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8357896/SRR8357896.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8357896/SRR8357896.fastq.gz	3f2f84cc7a236c15fc4cb8cd3137c570	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HFJJCBGX2_n01_4w-21.fastq.gz	SAMN10618384	4w-21	Plant sample from Oryza sativa	Oryza sativa	SRS4176216	SRP174002	310505354	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/006/SRR8357896	30c0a73cb151b9a18892f72644d4ff9f	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357823		780156150		SRX5168626	255	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/003/SRR8357823/SRR8357823.fastq.gz	415528913	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8357823/SRR8357823.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8357823/SRR8357823.fastq.gz	42e7a60698b9af773bc77b572ed7c031	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H2WLMBGX2_n01_125_125_1.fastq.gz	SAMN10618562	12.5percent_Water_1.25mM_Nitrogen_Rep_1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176289	SRP174002	282453323	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/003/SRR8357823	f830f9a5b5bd685759770e9ee01af2e6	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357899		577191825		SRX5168550	74	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8357899/SRR8357899.fastq.gz	275938979	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357899/SRR8357899.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357899/SRR8357899.fastq.gz	a41c612157b22fa120c40e2d36b217d7	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HHM3YBGX2_n01_jes_4w-17.fastq.gz	SAMN10618381	4w-17	Plant sample from Oryza sativa	Oryza sativa	SRS4176213	SRP174002	190043174	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/009/SRR8357899	48ae1e7ca470826f83b617ed939c7ada	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357909		1049934300		SRX5168540	244	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8357909/SRR8357909.fastq.gz	582038348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357909/SRR8357909.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357909/SRR8357909.fastq.gz	df352915e0e514fcf6fcb6d06177c1a1	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H2WHCBGX2_n01_50_125_1.fastq.gz	SAMN10618551	50percent_Water_1.25mM_Nitrogen_Rep_1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176203	SRP174002	386493575	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/009/SRR8357909	65a51f68d63f9c4a44eee6adfc81e519	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357824		761633100		SRX5168625	256	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/004/SRR8357824/SRR8357824.fastq.gz	411315033	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357824/SRR8357824.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357824/SRR8357824.fastq.gz	85a7bb5184004b871ee31c3808e0c403	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H2WLMBGX2_n01_125_125_2.fastq.gz	SAMN10618563	12.5percent_Water_1.25mM_Nitrogen_Rep_2	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176288	SRP174002	274164434	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/004/SRR8357824	60467f4416e0a6d35b04f7f4013500b0	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357826		746966700		SRX5168623	258	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/006/SRR8357826/SRR8357826.fastq.gz	400540753	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8357826/SRR8357826.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8357826/SRR8357826.fastq.gz	1ec5fb164b25c05f379d232ca40e9d64	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H2WLMBGX2_n01_125_25_1.fastq.gz	SAMN10618565	12.5percent_Water_2.5mM_Nitrogen_Rep_1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176286	SRP174002	269902144	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/006/SRR8357826	b8a4ec829f847ca6a38a0b24eac970c9	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357901		1553173050		SRX5168548	72	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8357901/SRR8357901.fastq.gz	822373661	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357901/SRR8357901.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357901/SRR8357901.fastq.gz	86efc58f6d01d65cfc090af0c0b5582e	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HGVJGBGX2_n01_4w-15_dr.fastq.gz	SAMN10618379	4w-15	Plant sample from Oryza sativa	Oryza sativa	SRS4176212	SRP174002	603578828	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/001/SRR8357901	95991051a84c44351d5a085c3a091877	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357914		1434451512		SRX5168535	168	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/004/SRR8357914/SRR8357914.fastq.gz	796033509	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357914/SRR8357914.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357914/SRR8357914.fastq.gz	1a5ba99f7c850ebb24dc35efbf642ab1	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H5GGKBGX2_n01_9s-57_dr.fastq.gz	SAMN10618475	9s-57	Plant sample from Oryza sativa Indica Group	Oryza sativa Indica Group	SRS4176198	SRP174002	544283645	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/004/SRR8357914	3f335fe7ec0191f605292dfb08f8add0	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39946
SRR8357831		1154814150		SRX5168618	158	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8357831/SRR8357831.fastq.gz	630926330	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357831/SRR8357831.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357831/SRR8357831.fastq.gz	2787058ceccac5b0a6a2ebe8d3239cc3	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HYJKMBGXY_n01_9s-47.fastq.gz	SAMN10618465	9s-47	Plant sample from Oryza sativa	Oryza sativa	SRS4176281	SRP174002	439048080	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/001/SRR8357831	6ad1dea9c58b68bdb1f9a8c565f373c4	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357902		791821725		SRX5168547	71	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/002/SRR8357902/SRR8357902.fastq.gz	365032240	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8357902/SRR8357902.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8357902/SRR8357902.fastq.gz	856463d143564fea8272398f1884d22b	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HHM3YBGX2_n01_jes_4w-14.fastq.gz	SAMN10618378	4w-14	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176209	SRP174002	260608417	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/002/SRR8357902	1492ad20ca5bdbc60863035b703daefd	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357832		942110775		SRX5168617	157	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/002/SRR8357832/SRR8357832.fastq.gz	530800345	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8357832/SRR8357832.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8357832/SRR8357832.fastq.gz	6c5fef90b778cc54c10f0bca27889183	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HFNNGBGX2_n01_9s-46.fastq.gz	SAMN10618464	9s-46	Plant sample from Oryza sativa	Oryza sativa	SRS4176280	SRP174002	359987532	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/002/SRR8357832	de86ea747fba7c578cbb18b4ec83b7c8	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357917		995778825		SRX5168532	163	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8357917/SRR8357917.fastq.gz	556570842	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357917/SRR8357917.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357917/SRR8357917.fastq.gz	17c8ba8a4df755b4e2ab517f749a0249	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HFNNGBGX2_n01_9s-52.fastq.gz	SAMN10618470	9s-52	Plant sample from Oryza sativa	Oryza sativa	SRS4176195	SRP174002	380290856	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/007/SRR8357917	8e02c0421616c1a9d4d00ab6628ce2df	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357904		812406600		SRX5168545	79	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/004/SRR8357904/SRR8357904.fastq.gz	452360010	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357904/SRR8357904.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357904/SRR8357904.fastq.gz	a64a5515f7b91de896a387996461988e	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HFJJCBGX2_n01_4w-23.fastq.gz	SAMN10618386	4w-23	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176208	SRP174002	307634940	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/004/SRR8357904	7792a9a5551cb22b2aad86c2089e624b	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357923		983716575		SRX5168526	2	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/003/SRR8357923/SRR8357923.fastq.gz	599994641	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8357923/SRR8357923.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/003/SRR8357923/SRR8357923.fastq.gz	3ad85bf5283989a701f318f0c46fa260	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H5HVHBGX2_n01_4s-2_dr.fastq.gz	SAMN10618309	4s-02	Plant sample from Oryza sativa	Oryza sativa	SRS4176189	SRP174002	420211188	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/003/SRR8357923	d4048e5bea4634c1786c7e2f158e50cd	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357905		1472672475		SRX5168544	248	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/005/SRR8357905/SRR8357905.fastq.gz	811364172	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8357905/SRR8357905.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8357905/SRR8357905.fastq.gz	fcc9615953a36382ea5e6ef8bd0e3368	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H2WHCBGX2_n01_50_25_3.fastq.gz	SAMN10618555	50percent_Water_2.5mM_Nitrogen_Rep_3	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176207	SRP174002	538596869	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/005/SRR8357905	9843acd9020183efa7763bbfe1fadb21	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357840		997063050		SRX5168609	252	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/000/SRR8357840/SRR8357840.fastq.gz	540497304	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8357840/SRR8357840.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/000/SRR8357840/SRR8357840.fastq.gz	0ca1ca18a6d7d5455c4fd5608ea4f0c0	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H2WLMBGX2_n01_125_0625_1.fastq.gz	SAMN10618559	12.5percent_Water_0.625mM_Nitrogen_Rep_1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176272	SRP174002	360865860	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/000/SRR8357840	189bbbc2588a8e959b6949c11617188e	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357906		1383161325		SRX5168543	247	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/006/SRR8357906/SRR8357906.fastq.gz	763576001	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8357906/SRR8357906.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8357906/SRR8357906.fastq.gz	3e90e6ac61aba26f9bb06cd45b8ecb64	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H2WHCBGX2_n01_50_25_2.fastq.gz	SAMN10618554	50percent_Water_2.5mM_Nitrogen_Rep_2	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176206	SRP174002	505076157	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/006/SRR8357906	4cbb1f232a493db20d145621f0119572	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357924		1157019972		SRX5168525	1	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/004/SRR8357924/SRR8357924.fastq.gz	663139882	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357924/SRR8357924.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/004/SRR8357924/SRR8357924.fastq.gz	ad672a00cd928c2d241e47d81f192945	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H5GGKBGX2_n01_4s-01_dr.fastq.gz	SAMN10618308	4s-01	Plant sample from Oryza sativa	Oryza sativa	SRS4176188	SRP174002	447012765	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/004/SRR8357924	5f120d7e8bb830fb0ae196bb5b5dd29d	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357841		515651922		SRX5168608	380	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8357841/SRR8357841.fastq.gz	500845723	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357841/SRR8357841.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357841/SRR8357841.fastq.gz	4842d6fd1a1bc821a71e1583d0e22d9b	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				C7D4YACXX l02n01 n_120_3.3410000000d9bb.fastq.gz	SAMN10618687	120min_root_N_Rep3	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176271	SRP174002	361431298	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/001/SRR8357841	11f9365d683a195ae53b06d57360256f	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357845		910280487		SRX5168604	372	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/005/SRR8357845/SRR8357845.fastq.gz	612335013	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8357845/SRR8357845.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8357845/SRR8357845.fastq.gz	edb512be64b4bcabbfdb37bed22da431	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				C7KCWACXX_l01n01_k_45_1.35100000038295.fastq.gz	SAMN10618679	45min_root_KCl_Rep1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176267	SRP174002	402884346	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/005/SRR8357845	17a17b5d76df7d6f1bcb3416ff914db0	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357907		1273683525		SRX5168542	246	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/007/SRR8357907/SRR8357907.fastq.gz	691368078	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357907/SRR8357907.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/007/SRR8357907/SRR8357907.fastq.gz	adf51ded2a5fc22e950e4ef7d5b94185	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				H2WHCBGX2_n01_50_25_1.fastq.gz	SAMN10618553	50percent_Water_2.5mM_Nitrogen_Rep_1	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176204	SRP174002	466712682	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/007/SRR8357907	973c3964e1b01c440fc3394a0c4c7ed1	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357926		770178750		SRX5168523	7	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/006/SRR8357926/SRR8357926.fastq.gz	430712084	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8357926/SRR8357926.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8357926/SRR8357926.fastq.gz	f9b9bee8602e6257241320bcaab44375	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HGV7YBGX2_n01_4s-07_dr.fastq.gz	SAMN10618314	4s-07	Plant sample from Oryza sativa	Oryza sativa	SRS4176186	SRP174002	308071075	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/006/SRR8357926	d9e7cfe3a15b7238efb2fac673e43e9b	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357911		1126775475		SRX5168538	169	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8357911/SRR8357911.fastq.gz	612410850	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357911/SRR8357911.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357911/SRR8357911.fastq.gz	72131c6f92386ff0da665e8d04490bec	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HGVJGBGX2_n01_9s-58_dr.fastq.gz	SAMN10618476	9s-58	Plant sample from Oryza sativa	Oryza sativa	SRS4176201	SRP174002	443552963	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/001/SRR8357911	062622bed459373839f8e4dd4552ddae	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357846		774991461		SRX5168603	371	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/006/SRR8357846/SRR8357846.fastq.gz	523367802	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8357846/SRR8357846.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/006/SRR8357846/SRR8357846.fastq.gz	35271ef8e216423c8cb76d9cffa7daee	2019-02-21	Illumina HiSeq 2500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				C7W8DACXX l06n01 n_30_3.3410000003511a.fastq.gz	SAMN10618678	30min_root_N_Rep3	Plant sample from Oryza sativa Japonica Group	Oryza sativa Japonica Group	SRS4176266	SRP174002	346505536	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/006/SRR8357846	27b4ed570fd6eebcb09e581212cd5de2	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39947
SRR8357941		788255175		SRX5168508	342	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8357941/SRR8357941.fastq.gz	402286683	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357941/SRR8357941.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357941/SRR8357941.fastq.gz	fe0cc34be1538d77e7157d2c513e06fd	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HJJ75BGX5_n01_20-4w.fastq.gz	SAMN10618649	20-4w_year_2	Plant sample from Oryza sativa	Oryza sativa	SRS4176171	SRP174002	278238155	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/001/SRR8357941	f732d192e8160816f17a9c576a0e0d87	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357912		1535908125		SRX5168537	170	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/002/SRR8357912/SRR8357912.fastq.gz	880570301	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8357912/SRR8357912.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/002/SRR8357912/SRR8357912.fastq.gz	be9c026e38b3f43bfcc456453d7a4020	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HGV7YBGX2_n01_9s-59_dr.fastq.gz	SAMN10618477	9s-59	Plant sample from Oryza sativa	Oryza sativa	SRS4176200	SRP174002	615720615	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/002/SRR8357912	d667d73fa4a7a49fa5a2b1752894e9fd	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357851		1174115175		SRX5168598	109	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/001/SRR8357851/SRR8357851.fastq.gz	661317767	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357851/SRR8357851.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/001/SRR8357851/SRR8357851.fastq.gz	ac414f7a27a93137f7797883c0a2c61a	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HFNNGBGX2_n01_4w-55.fastq.gz	SAMN10618416	4w-55	Plant sample from Oryza sativa	Oryza sativa	SRS4176261	SRP174002	448436310	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/001/SRR8357851	92ff6f58f00db11a1de427bf670b9186	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357919		1784225475		SRX5168530	161	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/009/SRR8357919/SRR8357919.fastq.gz	1022802378	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357919/SRR8357919.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/009/SRR8357919/SRR8357919.fastq.gz	8a8a28e1aeae50165b208321996201a6	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HGV7YBGX2_n01_9s-50_dr.fastq.gz	SAMN10618468	9s-50	Plant sample from Oryza sativa	Oryza sativa	SRS4176192	SRP174002	712007564	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/009/SRR8357919	73e5bb828435a6c81239360a83930d03	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						4530
SRR8357855		1146626850		SRX5168594	50	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR835/005/SRR8357855/SRR8357855.fastq.gz	644878851	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8357855/SRR8357855.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR835/005/SRR8357855/SRR8357855.fastq.gz	0be8dd1dbf35a9c8f4e0ec3c61e4b446	2019-02-21	NextSeq 500	2019-02-21	SINGLE	PolyA	TRANSCRIPTOMIC				HYJKMBGXY_n01_4s-53.fastq.gz	SAMN10618357	4s-53	Plant sample from Oryza sativa Indica Group	Oryza sativa Indica Group	SRS4176257	SRP174002	438851013	ftp.sra.ebi.ac.uk/vol1/srr/SRR835/005/SRR8357855	6073dd6546edfa27696728eae5530c16	PRJNA510920	Water impacts nutrient dose responses genome-wide to affect crop production	SRA825332						39946
